method,split,seed,mean_success,ci95_success,mean_valid_invariance_retention,ci95_valid_invariance_retention,mean_invalid_invariance_rejection,ci95_invalid_invariance_rejection,mean_action_equivalence_f1,ci95_action_equivalence_f1,mean_false_invariance_acceptance,ci95_false_invariance_acceptance,mean_contact_frame_violation,ci95_contact_frame_violation,mean_affordance_violation,ci95_affordance_violation,mean_temporal_order_violation,ci95_temporal_order_violation,mean_unsafe_action,ci95_unsafe_action,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_observation_equivalence_score,ci95_observation_equivalence_score,mean_action_equivalence_score,ci95_action_equivalence_score,mean_physical_validity_margin,ci95_physical_validity_margin,mean_over_invariance_rate,ci95_over_invariance_rate,mean_regret_to_oracle,ci95_regret_to_oracle,mean_utility,ci95_utility,groups
conformal_shift_filter,affordance_break,7,0.647917,0.043094,0.408333,0.046088,0.552083,0.041741,0.50625,0.048076,0.125,0.037884,0.047917,0.018554,0.05,0.022052,0.05,0.019621,0.04375,0.017183,0.097917,0.027066,0.20625,0.03732,0.45,0.040428,0.48125,0.046487,0.56875,0.043755,0.116667,0.030969,0.260417,0.042243,0.69575,0.044702,80
conformal_shift_filter,affordance_break,8,0.620833,0.042296,0.458333,0.046307,0.575,0.04572,0.491667,0.045349,0.129167,0.030736,0.041667,0.016942,0.0625,0.025579,0.04375,0.019914,0.029167,0.015126,0.097917,0.029456,0.210417,0.043774,0.460417,0.043581,0.45625,0.043774,0.59375,0.043035,0.114583,0.029968,0.252083,0.047918,0.670396,0.04027,80
conformal_shift_filter,affordance_break,9,0.645833,0.044399,0.4375,0.045895,0.55,0.040008,0.48125,0.047918,0.15,0.036104,0.05625,0.022464,0.047917,0.01762,0.045833,0.017409,0.058333,0.021821,0.070833,0.023801,0.191667,0.032407,0.44375,0.045736,0.425,0.050627,0.570833,0.044928,0.104167,0.028096,0.258333,0.049275,0.687885,0.045726,80
conformal_shift_filter,contact_frame_break,0,0.654167,0.042614,0.439583,0.045847,0.564583,0.039196,0.520833,0.043632,0.1625,0.03337,0.060417,0.024131,0.041667,0.017911,0.022917,0.013927,0.060417,0.022689,0.085417,0.026626,0.239583,0.043035,0.4375,0.042851,0.464583,0.040132,0.566667,0.048827,0.145833,0.038272,0.220833,0.046042,0.697167,0.044465,80
conformal_shift_filter,contact_frame_break,1,0.635417,0.046523,0.452083,0.047279,0.545833,0.046842,0.4625,0.043864,0.145833,0.029273,0.058333,0.022581,0.0625,0.022786,0.0375,0.017409,0.052083,0.018914,0.091667,0.028409,0.225,0.03815,0.454167,0.044627,0.495833,0.043477,0.5875,0.046115,0.145833,0.030405,0.227083,0.048704,0.674354,0.047538,80
conformal_shift_filter,contact_frame_break,2,0.63125,0.043368,0.40625,0.043813,0.59375,0.040613,0.50625,0.044044,0.1375,0.031172,0.058333,0.01753,0.070833,0.023801,0.033333,0.015808,0.060417,0.023421,0.0875,0.024637,0.20625,0.03732,0.483333,0.049854,0.45625,0.041801,0.579167,0.051314,0.125,0.032093,0.229167,0.046986,0.678312,0.045451,80
conformal_shift_filter,contact_frame_break,3,0.6375,0.041408,0.447917,0.047422,0.575,0.04572,0.525,0.051026,0.1375,0.033268,0.058333,0.021033,0.039583,0.018599,0.029167,0.016204,0.04375,0.018139,0.075,0.022431,0.19375,0.036496,0.46875,0.046159,0.45,0.041662,0.59375,0.049256,0.127083,0.02977,0.247917,0.046487,0.69074,0.04305,80
conformal_shift_filter,contact_frame_break,4,0.677083,0.044005,0.43125,0.041781,0.541667,0.052139,0.491667,0.041864,0.133333,0.030969,0.066667,0.020627,0.027083,0.014751,0.05,0.017817,0.066667,0.022952,0.079167,0.029617,0.21875,0.033681,0.464583,0.046378,0.4625,0.047911,0.645833,0.046625,0.11875,0.029168,0.210417,0.044158,0.719198,0.043201,80
conformal_shift_filter,contact_frame_break,5,0.647917,0.041902,0.439583,0.043192,0.58125,0.048269,0.520833,0.042056,0.15625,0.033556,0.064583,0.022123,0.047917,0.019442,0.0375,0.016411,0.047917,0.019442,0.095833,0.028335,0.189583,0.035225,0.466667,0.048758,0.408333,0.044218,0.55625,0.046831,0.13125,0.034718,0.2375,0.045303,0.692917,0.042906,80
conformal_shift_filter,contact_frame_break,6,0.6375,0.043399,0.447917,0.044101,0.558333,0.048654,0.522917,0.040986,0.133333,0.031509,0.075,0.024586,0.039583,0.017668,0.029167,0.016204,0.0625,0.02491,0.095833,0.027733,0.191667,0.032924,0.48125,0.047208,0.445833,0.044551,0.591667,0.046815,0.1375,0.034268,0.245833,0.048611,0.687115,0.044024,80
conformal_shift_filter,contact_frame_break,7,0.622917,0.043774,0.397917,0.047029,0.577083,0.044235,0.470833,0.043008,0.139583,0.035081,0.06875,0.024444,0.058333,0.018468,0.060417,0.025492,0.05625,0.020907,0.079167,0.022488,0.235417,0.037523,0.477083,0.037545,0.4625,0.043477,0.595833,0.049574,0.1375,0.036649,0.264583,0.045272,0.660719,0.04415,80
conformal_shift_filter,contact_frame_break,8,0.645833,0.044017,0.460417,0.043581,0.591667,0.047885,0.479167,0.044399,0.1375,0.032757,0.066667,0.019792,0.05625,0.0217,0.03125,0.015477,0.04375,0.021543,0.08125,0.022502,0.220833,0.040584,0.483333,0.046344,0.485417,0.043562,0.589583,0.046104,0.095833,0.028335,0.24375,0.043851,0.692167,0.044712,80
conformal_shift_filter,contact_frame_break,9,0.6375,0.044551,0.39375,0.043581,0.566667,0.047424,0.49375,0.046287,0.125,0.030474,0.079167,0.025313,0.045833,0.019251,0.039583,0.01564,0.045833,0.019251,0.077083,0.022464,0.214583,0.037297,0.464583,0.044898,0.464583,0.04674,0.59375,0.049597,0.104167,0.027488,0.25,0.043873,0.682615,0.045478,80
conformal_shift_filter,heldout_mixed_invariance_stress,0,0.625,0.047031,0.429167,0.04417,0.535417,0.040551,0.48125,0.047918,0.133333,0.031509,0.064583,0.021347,0.070833,0.023081,0.0375,0.019251,0.072917,0.02385,0.102083,0.025657,0.23125,0.039196,0.45,0.049446,0.464583,0.040965,0.55625,0.0479,0.147917,0.031826,0.25625,0.04997,0.66175,0.050499,80
conformal_shift_filter,heldout_mixed_invariance_stress,1,0.672917,0.040862,0.43125,0.042582,0.575,0.052268,0.4625,0.048957,0.125,0.026945,0.072917,0.021622,0.045833,0.019251,0.01875,0.011613,0.047917,0.019442,0.091667,0.026567,0.220833,0.038448,0.4375,0.046986,0.4875,0.047486,0.585417,0.048617,0.114583,0.031074,0.208333,0.0429,0.71949,0.041841,80
conformal_shift_filter,heldout_mixed_invariance_stress,2,0.65625,0.04362,0.427083,0.049256,0.545833,0.045748,0.458333,0.043292,0.172917,0.037859,0.0625,0.019599,0.04375,0.020745,0.060417,0.021932,0.047917,0.016634,0.114583,0.028227,0.254167,0.034367,0.41875,0.043484,0.458333,0.0452,0.59375,0.045699,0.16875,0.036054,0.189583,0.040571,0.694219,0.044516,80
conformal_shift_filter,heldout_mixed_invariance_stress,3,0.620833,0.045004,0.475,0.051355,0.529167,0.040584,0.466667,0.044409,0.166667,0.034867,0.070833,0.0245,0.058333,0.021821,0.033333,0.014701,0.045833,0.019251,0.1,0.027008,0.2,0.035538,0.425,0.04105,0.545833,0.040668,0.560417,0.043581,0.127083,0.032482,0.247917,0.050658,0.657292,0.046528,80
conformal_shift_filter,heldout_mixed_invariance_stress,4,0.627083,0.046939,0.4625,0.044247,0.572917,0.043813,0.46875,0.047243,0.145833,0.037379,0.05625,0.023204,0.070833,0.02077,0.045833,0.019251,0.052083,0.019787,0.1125,0.026487,0.229167,0.035526,0.477083,0.045291,0.466667,0.043642,0.585417,0.044254,0.15,0.035633,0.24375,0.050642,0.66851,0.047863,80
conformal_shift_filter,heldout_mixed_invariance_stress,5,0.66875,0.040882,0.416667,0.041905,0.560417,0.038214,0.514583,0.041983,0.147917,0.035819,0.060417,0.020334,0.045833,0.019251,0.039583,0.019486,0.058333,0.023317,0.10625,0.030332,0.202083,0.034228,0.485417,0.045828,0.4625,0.046115,0.589583,0.045366,0.145833,0.032027,0.2125,0.043087,0.71501,0.040935,80
conformal_shift_filter,heldout_mixed_invariance_stress,6,0.639583,0.044044,0.4375,0.044399,0.55625,0.046831,0.475,0.041541,0.13125,0.031128,0.083333,0.023245,0.066667,0.022952,0.047917,0.020292,0.04375,0.019048,0.0875,0.024637,0.19375,0.036956,0.43125,0.040132,0.458333,0.046307,0.572917,0.045328,0.129167,0.036741,0.254167,0.045748,0.682719,0.044583,80
conformal_shift_filter,heldout_mixed_invariance_stress,7,0.658333,0.048931,0.441667,0.049,0.570833,0.047486,0.483333,0.042146,0.170833,0.043864,0.06875,0.023021,0.045833,0.019251,0.03125,0.018462,0.066667,0.02143,0.10625,0.026784,0.222917,0.037184,0.454167,0.045377,0.420833,0.043477,0.533333,0.046634,0.139583,0.036031,0.214583,0.045458,0.692937,0.047194,80
conformal_shift_filter,heldout_mixed_invariance_stress,8,0.60625,0.047297,0.45,0.046995,0.558333,0.046161,0.49375,0.045551,0.135417,0.030801,0.060417,0.022689,0.0625,0.023515,0.035417,0.017134,0.064583,0.018825,0.108333,0.02793,0.216667,0.037391,0.429167,0.049232,0.477083,0.047475,0.597917,0.044898,0.120833,0.03128,0.279167,0.048888,0.648698,0.048945,80
conformal_shift_filter,heldout_mixed_invariance_stress,9,0.641667,0.048654,0.4375,0.047344,0.575,0.041459,0.452083,0.043948,0.14375,0.036171,0.05,0.020463,0.060417,0.019486,0.047917,0.021893,0.060417,0.021932,0.1,0.027626,0.235417,0.037523,0.445833,0.043399,0.458333,0.047388,0.58125,0.045384,0.13125,0.032715,0.235417,0.045644,0.679958,0.0493,80
conformal_shift_filter,invalid_physical_shift,0,0.629167,0.042693,0.4625,0.043477,0.554167,0.039317,0.508333,0.048236,0.1125,0.030626,0.06875,0.025125,0.066667,0.02143,0.0375,0.017409,0.0625,0.02491,0.1,0.027626,0.227083,0.036404,0.46875,0.046523,0.460417,0.042403,0.583333,0.041905,0.14375,0.033253,0.247917,0.043871,0.674563,0.042955,80
conformal_shift_filter,invalid_physical_shift,1,0.5875,0.046842,0.425,0.050627,0.533333,0.052106,0.51875,0.040675,0.13125,0.032715,0.052083,0.022948,0.054167,0.023801,0.0375,0.019251,0.05625,0.020907,0.1125,0.027733,0.23125,0.034621,0.460417,0.042003,0.48125,0.044634,0.604167,0.042056,0.154167,0.033772,0.304167,0.051577,0.632719,0.046257,80
conformal_shift_filter,invalid_physical_shift,2,0.645833,0.045895,0.4625,0.043864,0.55,0.047708,0.510417,0.040405,0.1375,0.029503,0.052083,0.0222,0.035417,0.016119,0.033333,0.015808,0.05625,0.020907,0.1125,0.028335,0.16875,0.031559,0.485417,0.043562,0.454167,0.038971,0.572917,0.041436,0.13125,0.034228,0.229167,0.040833,0.69401,0.044299,80
conformal_shift_filter,invalid_physical_shift,3,0.625,0.048446,0.420833,0.039829,0.5125,0.044551,0.50625,0.040446,0.120833,0.03337,0.064583,0.024305,0.075,0.023889,0.033333,0.016842,0.041667,0.015914,0.05,0.01874,0.19375,0.034596,0.454167,0.045004,0.495833,0.050652,0.597917,0.039709,0.129167,0.03337,0.25625,0.050307,0.66976,0.048768,80
conformal_shift_filter,invalid_physical_shift,4,0.627083,0.043967,0.439583,0.045847,0.529167,0.043008,0.477083,0.046758,0.152083,0.03544,0.05,0.019621,0.054167,0.019941,0.060417,0.022689,0.054167,0.02077,0.075,0.023889,0.210417,0.040153,0.460417,0.044728,0.497917,0.049818,0.570833,0.039317,0.10625,0.026146,0.266667,0.045978,0.665677,0.044961,80
conformal_shift_filter,invalid_physical_shift,5,0.660417,0.045179,0.447917,0.041334,0.558333,0.044674,0.514583,0.040758,0.14375,0.034743,0.05,0.022052,0.047917,0.020292,0.03125,0.014345,0.047917,0.01762,0.102083,0.026307,0.233333,0.036104,0.491667,0.041864,0.48125,0.050658,0.564583,0.045939,0.15,0.032667,0.214583,0.048687,0.705083,0.044918,80
conformal_shift_filter,invalid_physical_shift,6,0.60625,0.040363,0.44375,0.042681,0.564583,0.045198,0.429167,0.04417,0.122917,0.030609,0.058333,0.021821,0.033333,0.016842,0.03125,0.015477,0.04375,0.019048,0.079167,0.025313,0.2125,0.03581,0.452083,0.045458,0.50625,0.049461,0.6,0.042146,0.127083,0.030883,0.297917,0.049886,0.654052,0.044058,80
conformal_shift_filter,invalid_physical_shift,7,0.608333,0.045424,0.4375,0.046986,0.570833,0.047841,0.479167,0.043632,0.122917,0.029485,0.058333,0.020214,0.045833,0.021724,0.033333,0.016842,0.047917,0.019442,0.1,0.029402,0.20625,0.040363,0.447917,0.047422,0.452083,0.041983,0.595833,0.047486,0.1375,0.038448,0.26875,0.048094,0.659781,0.045987,80
conformal_shift_filter,invalid_physical_shift,8,0.645833,0.042455,0.420833,0.047201,0.56875,0.044139,0.5625,0.046262,0.145833,0.035526,0.039583,0.021148,0.05625,0.020083,0.041667,0.017911,0.058333,0.023317,0.0875,0.023226,0.204167,0.031816,0.48125,0.045011,0.429167,0.044551,0.55625,0.043075,0.133333,0.03204,0.239583,0.044954,0.694594,0.042594,80
conformal_shift_filter,invalid_physical_shift,9,0.645833,0.039573,0.427083,0.040195,0.554167,0.040998,0.45625,0.049221,0.145833,0.037828,0.075,0.025923,0.058333,0.020214,0.027083,0.013558,0.045833,0.016411,0.091667,0.026567,0.208333,0.036057,0.48125,0.03898,0.447917,0.043329,0.58125,0.046122,0.122917,0.038434,0.23125,0.045939,0.688021,0.041347,80
conformal_shift_filter,nominal,0,0.683333,0.041743,0.4875,0.041814,0.5625,0.047699,0.533333,0.048061,0.102083,0.02876,0.033333,0.016842,0.029167,0.013965,0.033333,0.014701,0.025,0.015484,0.041667,0.015914,0.18125,0.031932,0.50625,0.042482,0.45,0.046634,0.554167,0.04417,0.083333,0.02663,0.220833,0.04417,0.744146,0.042166,80
conformal_shift_filter,nominal,1,0.725,0.044674,0.45625,0.037545,0.572917,0.039773,0.529167,0.043008,0.083333,0.027257,0.027083,0.014751,0.04375,0.017183,0.022917,0.013927,0.027083,0.014751,0.0375,0.017409,0.1875,0.038272,0.475,0.042742,0.485417,0.042383,0.564583,0.045939,0.064583,0.0236,0.21875,0.047777,0.778656,0.043608,80
conformal_shift_filter,nominal,2,0.679167,0.043399,0.460417,0.042403,0.552083,0.047777,0.527083,0.045551,0.09375,0.026531,0.041667,0.017911,0.05,0.020463,0.022917,0.012657,0.029167,0.016204,0.035417,0.019872,0.208333,0.038765,0.485417,0.045828,0.51875,0.046122,0.539583,0.046578,0.072917,0.023131,0.2375,0.043008,0.734708,0.044593,80
conformal_shift_filter,nominal,3,0.704167,0.045004,0.49375,0.044804,0.58125,0.043871,0.5125,0.046042,0.097917,0.030581,0.052083,0.023672,0.04375,0.017183,0.01875,0.011613,0.029167,0.016204,0.035417,0.017134,0.179167,0.035716,0.477083,0.039303,0.460417,0.050742,0.564583,0.044444,0.0875,0.026614,0.216667,0.046271,0.756625,0.043577,80
conformal_shift_filter,nominal,4,0.695833,0.038885,0.46875,0.043909,0.55625,0.045366,0.552083,0.037025,0.085417,0.022502,0.035417,0.016119,0.041667,0.015914,0.01875,0.011613,0.039583,0.01564,0.047917,0.018554,0.2,0.038283,0.514583,0.04433,0.4875,0.039744,0.520833,0.044399,0.08125,0.02465,0.24375,0.041068,0.751167,0.038446,80
conformal_shift_filter,nominal,5,0.729167,0.038711,0.435417,0.040048,0.589583,0.043851,0.589583,0.046469,0.075,0.023889,0.03125,0.016532,0.035417,0.019003,0.039583,0.016685,0.03125,0.015477,0.045833,0.019251,0.14375,0.031155,0.4625,0.051642,0.522917,0.046031,0.572917,0.040613,0.06875,0.023021,0.179167,0.039744,0.794208,0.036445,80
conformal_shift_filter,nominal,6,0.716667,0.041255,0.435417,0.047029,0.566667,0.045609,0.520833,0.045895,0.054167,0.02077,0.033333,0.017817,0.04375,0.019048,0.01875,0.011613,0.022917,0.012657,0.045833,0.018353,0.179167,0.029503,0.4875,0.046042,0.5,0.046851,0.58125,0.041088,0.1,0.027008,0.19375,0.045551,0.779646,0.039638,80
conformal_shift_filter,nominal,7,0.679167,0.040998,0.435417,0.042502,0.564583,0.044444,0.585417,0.045011,0.070833,0.023801,0.041667,0.016942,0.0375,0.017409,0.027083,0.015855,0.033333,0.019621,0.041667,0.01883,0.208333,0.041296,0.472917,0.042083,0.475,0.042346,0.564583,0.046305,0.09375,0.028376,0.245833,0.045004,0.744656,0.041622,80
conformal_shift_filter,nominal,8,0.745833,0.036741,0.48125,0.043094,0.552083,0.050189,0.522917,0.04783,0.077083,0.02392,0.041667,0.017911,0.05,0.020463,0.047917,0.018554,0.035417,0.015035,0.027083,0.014751,0.16875,0.033125,0.477083,0.044158,0.454167,0.047911,0.560417,0.046214,0.079167,0.022488,0.172917,0.036031,0.799094,0.034456,80
conformal_shift_filter,nominal,9,0.685417,0.044634,0.489583,0.044387,0.583333,0.048271,0.502083,0.037881,0.085417,0.025326,0.035417,0.016119,0.020833,0.012155,0.03125,0.017524,0.020833,0.012155,0.045833,0.017409,0.172917,0.034596,0.472917,0.041273,0.464583,0.041375,0.597917,0.046012,0.066667,0.022952,0.25,0.046124,0.746365,0.042519,80
conformal_shift_filter,temporal_break,0,0.641667,0.048306,0.454167,0.042296,0.583333,0.043873,0.4875,0.044551,0.139583,0.034596,0.047917,0.023385,0.05,0.021272,0.04375,0.020745,0.033333,0.015808,0.089583,0.02392,0.21875,0.036101,0.458333,0.051487,0.479167,0.041245,0.64375,0.047475,0.110417,0.031799,0.2375,0.051903,0.692646,0.047791,80
conformal_shift_filter,temporal_break,1,0.645833,0.047344,0.416667,0.043487,0.560417,0.042003,0.495833,0.040668,0.1125,0.030069,0.039583,0.017668,0.05625,0.018325,0.0375,0.020109,0.047917,0.021108,0.070833,0.023081,0.195833,0.032757,0.458333,0.047031,0.458333,0.039198,0.55625,0.040655,0.127083,0.033506,0.247917,0.045011,0.694437,0.046195,80
conformal_shift_filter,temporal_break,2,0.616667,0.042861,0.435417,0.049135,0.566667,0.041337,0.470833,0.043008,0.166667,0.034379,0.060417,0.020334,0.060417,0.022689,0.016667,0.011026,0.047917,0.020292,0.060417,0.021148,0.20625,0.040363,0.464583,0.051222,0.45625,0.047475,0.61875,0.04433,0.1375,0.031172,0.260417,0.044577,0.661094,0.044427,80
conformal_shift_filter,temporal_break,3,0.625,0.044447,0.414583,0.046487,0.552083,0.040924,0.502083,0.046305,0.133333,0.03506,0.064583,0.022123,0.060417,0.021932,0.041667,0.017911,0.05625,0.0217,0.102083,0.024305,0.2375,0.037559,0.4375,0.046262,0.472917,0.047011,0.58125,0.048617,0.114583,0.027004,0.233333,0.044485,0.668771,0.04601,80
conformal_shift_filter,temporal_break,4,0.6125,0.036186,0.433333,0.044485,0.554167,0.043786,0.472917,0.042482,0.127083,0.034006,0.060417,0.021148,0.060417,0.020334,0.0375,0.016411,0.041667,0.01883,0.091667,0.025923,0.210417,0.033757,0.454167,0.044247,0.452083,0.046559,0.577083,0.044615,0.108333,0.031348,0.254167,0.039829,0.6595,0.036732,80
conformal_shift_filter,temporal_break,5,0.64375,0.039303,0.414583,0.044634,0.55,0.046634,0.470833,0.04677,0.13125,0.033227,0.045833,0.017409,0.03125,0.015477,0.029167,0.015126,0.052083,0.017999,0.052083,0.022948,0.189583,0.034253,0.49375,0.043659,0.502083,0.04557,0.570833,0.049913,0.133333,0.036936,0.233333,0.040512,0.692729,0.039569,80
conformal_shift_filter,temporal_break,6,0.63125,0.046378,0.45625,0.04783,0.579167,0.046115,0.510417,0.039985,0.129167,0.033872,0.058333,0.020214,0.045833,0.020109,0.041667,0.020545,0.054167,0.023801,0.08125,0.023956,0.220833,0.040998,0.458333,0.046307,0.50625,0.04665,0.564583,0.049135,0.116667,0.027503,0.21875,0.04917,0.680406,0.046796,80
conformal_shift_filter,temporal_break,7,0.616667,0.039584,0.422917,0.041068,0.55625,0.04929,0.458333,0.045572,0.125,0.029345,0.047917,0.021108,0.05,0.019621,0.041667,0.019707,0.05625,0.020083,0.1,0.025727,0.222917,0.041068,0.45,0.038722,0.45,0.05046,0.589583,0.044992,0.127083,0.032482,0.279167,0.044551,0.662792,0.041097,80
conformal_shift_filter,temporal_break,8,0.6375,0.038448,0.441667,0.042346,0.591667,0.040219,0.502083,0.04329,0.110417,0.026594,0.060417,0.019486,0.054167,0.019075,0.0375,0.016411,0.041667,0.016942,0.09375,0.02385,0.222917,0.035321,0.464583,0.042976,0.466667,0.044409,0.53125,0.043909,0.129167,0.032342,0.2625,0.042216,0.688354,0.038768,80
conformal_shift_filter,temporal_break,9,0.627083,0.050072,0.447917,0.047064,0.54375,0.047475,0.4875,0.044928,0.147917,0.033881,0.04375,0.018139,0.05,0.022805,0.029167,0.016204,0.05,0.021272,0.083333,0.027869,0.233333,0.038371,0.491667,0.049275,0.435417,0.039624,0.595833,0.04417,0.139583,0.036031,0.2625,0.048192,0.668833,0.050907,80
conformal_shift_filter,valid_geometric_shift,0,0.675,0.041459,0.454167,0.047201,0.570833,0.037559,0.510417,0.050775,0.114583,0.032142,0.039583,0.017668,0.033333,0.014701,0.027083,0.014751,0.045833,0.019251,0.083333,0.02533,0.185417,0.03898,0.489583,0.047688,0.458333,0.04368,0.577083,0.04929,0.085417,0.028465,0.20625,0.043967,0.732969,0.041306,80
conformal_shift_filter,valid_geometric_shift,1,0.658333,0.04572,0.410417,0.046104,0.577083,0.044615,0.5125,0.043399,0.1,0.02823,0.033333,0.01874,0.033333,0.015808,0.0375,0.016411,0.027083,0.013558,0.064583,0.022123,0.227083,0.033506,0.495833,0.043477,0.479167,0.044778,0.541667,0.044447,0.08125,0.027865,0.247917,0.048269,0.713917,0.047356,80
conformal_shift_filter,valid_geometric_shift,2,0.65625,0.037814,0.48125,0.041088,0.5375,0.04648,0.5,0.046124,0.095833,0.031709,0.025,0.013123,0.033333,0.015808,0.03125,0.017524,0.029167,0.016204,0.060417,0.020334,0.16875,0.03413,0.452083,0.045458,0.4875,0.041814,0.566667,0.039669,0.089583,0.024616,0.222917,0.043465,0.719094,0.039418,80
conformal_shift_filter,valid_geometric_shift,3,0.639583,0.04168,0.40625,0.042243,0.566667,0.048131,0.53125,0.040717,0.095833,0.028335,0.047917,0.019442,0.033333,0.015808,0.022917,0.012657,0.05,0.023533,0.064583,0.021347,0.160417,0.035559,0.452083,0.042383,0.502083,0.0417,0.53125,0.043523,0.08125,0.027865,0.21875,0.045607,0.701594,0.043119,80
conformal_shift_filter,valid_geometric_shift,4,0.647917,0.042303,0.427083,0.040613,0.589583,0.038081,0.504167,0.043864,0.08125,0.025984,0.041667,0.017911,0.041667,0.017911,0.03125,0.015477,0.03125,0.018462,0.058333,0.021821,0.216667,0.039584,0.4625,0.044627,0.466667,0.049446,0.564583,0.0417,0.0875,0.027241,0.2625,0.045674,0.706823,0.042875,80
conformal_shift_filter,valid_geometric_shift,5,0.6125,0.038006,0.460417,0.038214,0.533333,0.036936,0.533333,0.047353,0.110417,0.029599,0.0375,0.016411,0.04375,0.017183,0.014583,0.010385,0.039583,0.019486,0.070833,0.023801,0.189583,0.036171,0.504167,0.04648,0.479167,0.045526,0.558333,0.043136,0.0875,0.026614,0.279167,0.047841,0.66801,0.040016,80
conformal_shift_filter,valid_geometric_shift,6,0.635417,0.037252,0.445833,0.047841,0.570833,0.041408,0.504167,0.048611,0.10625,0.033506,0.035417,0.018093,0.047917,0.021108,0.047917,0.019442,0.03125,0.014345,0.06875,0.024444,0.191667,0.03815,0.447917,0.037025,0.502083,0.038762,0.577083,0.0486,0.0875,0.024637,0.258333,0.040219,0.692844,0.038338,80
conformal_shift_filter,valid_geometric_shift,7,0.660417,0.039174,0.454167,0.041081,0.541667,0.044447,0.50625,0.045551,0.10625,0.030883,0.04375,0.019048,0.033333,0.016842,0.027083,0.013558,0.054167,0.02077,0.04375,0.018139,0.2,0.03204,0.458333,0.045941,0.458333,0.049138,0.56875,0.048513,0.083333,0.027869,0.252083,0.038103,0.710958,0.038956,80
conformal_shift_filter,valid_geometric_shift,8,0.670833,0.038536,0.4625,0.043864,0.570833,0.046407,0.5125,0.051249,0.114583,0.029399,0.027083,0.014751,0.041667,0.015914,0.020833,0.012155,0.033333,0.015808,0.064583,0.022123,0.19375,0.03741,0.514583,0.049716,0.502083,0.046668,0.554167,0.046042,0.1,0.027008,0.225,0.043912,0.729135,0.04115,80
conformal_shift_filter,valid_geometric_shift,9,0.664583,0.0417,0.46875,0.045048,0.55,0.039584,0.470833,0.043786,0.122917,0.030609,0.033333,0.017817,0.04375,0.019048,0.047917,0.019442,0.03125,0.014345,0.047917,0.018554,0.21875,0.036101,0.466667,0.042465,0.466667,0.048061,0.5625,0.04875,0.085417,0.023956,0.239583,0.041842,0.711062,0.041748,80
conformal_shift_filter,valid_perceptual_shift,0,0.670833,0.043864,0.464583,0.050223,0.525,0.044674,0.520833,0.040833,0.09375,0.023131,0.039583,0.017668,0.054167,0.019941,0.020833,0.013473,0.04375,0.019048,0.05,0.020463,0.20625,0.035464,0.45625,0.046758,0.495833,0.046115,0.552083,0.047422,0.10625,0.031425,0.23125,0.046668,0.722417,0.043041,80
conformal_shift_filter,valid_perceptual_shift,1,0.7125,0.038971,0.445833,0.045674,0.560417,0.039517,0.53125,0.049341,0.091667,0.027809,0.05,0.019621,0.03125,0.015477,0.029167,0.015126,0.041667,0.01883,0.06875,0.019872,0.227083,0.041191,0.495833,0.042693,0.4875,0.048888,0.5375,0.044627,0.066667,0.024379,0.195833,0.038448,0.765635,0.037905,80
conformal_shift_filter,valid_perceptual_shift,2,0.65625,0.037365,0.447917,0.040509,0.575,0.042663,0.491667,0.042266,0.091667,0.027809,0.0375,0.015347,0.047917,0.019442,0.020833,0.012155,0.05,0.022805,0.0625,0.022033,0.214583,0.034474,0.472917,0.048426,0.460417,0.049733,0.5625,0.052098,0.066667,0.024379,0.227083,0.039942,0.712521,0.038006,80
conformal_shift_filter,valid_perceptual_shift,3,0.672917,0.048773,0.447917,0.045235,0.527083,0.047368,0.477083,0.056264,0.102083,0.027561,0.033333,0.014701,0.04375,0.019048,0.03125,0.014345,0.029167,0.016204,0.045833,0.020109,0.20625,0.035464,0.472917,0.045179,0.4625,0.043864,0.545833,0.042693,0.072917,0.026531,0.210417,0.046758,0.718823,0.049094,80
conformal_shift_filter,valid_perceptual_shift,4,0.677083,0.041639,0.504167,0.048262,0.53125,0.044292,0.545833,0.04025,0.089583,0.029023,0.0375,0.017409,0.045833,0.018353,0.027083,0.013558,0.041667,0.016942,0.066667,0.022204,0.18125,0.034961,0.491667,0.047531,0.477083,0.050908,0.539583,0.044728,0.09375,0.031746,0.222917,0.043465,0.733031,0.042823,80
conformal_shift_filter,valid_perceptual_shift,5,0.670833,0.043477,0.4625,0.04648,0.520833,0.042851,0.533333,0.044027,0.10625,0.031425,0.041667,0.017911,0.039583,0.020334,0.035417,0.018093,0.035417,0.018093,0.045833,0.017409,0.225,0.039882,0.479167,0.050452,0.479167,0.043632,0.570833,0.048541,0.085417,0.023956,0.235417,0.045272,0.721698,0.043202,80
conformal_shift_filter,valid_perceptual_shift,6,0.695833,0.034758,0.460417,0.041191,0.539583,0.038653,0.479167,0.044017,0.079167,0.025313,0.022917,0.012657,0.027083,0.017858,0.04375,0.017183,0.035417,0.016119,0.047917,0.01762,0.19375,0.036496,0.489583,0.046614,0.475,0.04505,0.566667,0.045237,0.066667,0.026375,0.21875,0.037926,0.753083,0.034932,80
