ablation,task,regime,seed,episodes,interpretation,success,valid_invariance_retention,invalid_invariance_rejection,action_equivalence_f1,false_invariance_acceptance,contact_frame_violation,affordance_violation,temporal_order_violation,unsafe_action,calibration_ece,intervention_cost,observation_equivalence_score,action_equivalence_score,physical_validity_margin,over_invariance_rate,regret_to_oracle,utility
full_action_equivalence_invariance_audit_v5,peg_insertion,camera_viewpoint_shift,4,6,all components,0.5,0.333333,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.5,0.833333,0.666667,0.0,0.0,0.65
full_action_equivalence_invariance_audit_v5,peg_insertion,camera_viewpoint_shift,5,6,all components,0.666667,0.333333,0.666667,0.833333,0.0,0.0,0.166667,0.0,0.0,0.333333,0.0,0.833333,1.0,0.333333,0.0,0.0,0.780833
full_action_equivalence_invariance_audit_v5,peg_insertion,camera_viewpoint_shift,6,6,all components,0.833333,0.5,0.833333,0.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.666667,0.666667,0.666667,0.0,0.0,0.981667
full_action_equivalence_invariance_audit_v5,peg_insertion,camera_viewpoint_shift,7,6,all components,0.666667,0.833333,0.666667,0.5,0.0,0.0,0.0,0.0,0.166667,0.166667,0.0,0.666667,0.833333,1.0,0.0,0.0,0.785833
full_action_equivalence_invariance_audit_v5,peg_insertion,camera_viewpoint_shift,8,6,all components,0.666667,0.5,0.666667,0.333333,0.0,0.0,0.0,0.0,0.166667,0.0,0.5,0.833333,0.666667,0.833333,0.0,0.0,0.735833
full_action_equivalence_invariance_audit_v5,peg_insertion,camera_viewpoint_shift,9,6,all components,0.666667,0.5,0.833333,0.5,0.0,0.0,0.0,0.0,0.0,0.166667,0.666667,0.833333,0.5,0.666667,0.0,0.0,0.761667
full_action_equivalence_invariance_audit_v5,peg_insertion,se2_pose_transform,0,6,all components,0.666667,1.0,0.666667,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.666667,0.833333,0.0,0.0,0.808333
full_action_equivalence_invariance_audit_v5,peg_insertion,se2_pose_transform,1,6,all components,0.666667,0.5,0.666667,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.333333,0.833333,0.833333,0.5,0.0,0.0,0.76
full_action_equivalence_invariance_audit_v5,peg_insertion,se2_pose_transform,2,6,all components,0.5,0.666667,0.666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.833333,0.833333,1.0,0.0,0.0,0.628333
full_action_equivalence_invariance_audit_v5,peg_insertion,se2_pose_transform,3,6,all components,1.0,0.666667,0.666667,0.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.833333,0.666667,0.833333,0.0,0.0,1.0
full_action_equivalence_invariance_audit_v5,peg_insertion,se2_pose_transform,4,6,all components,0.833333,0.5,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.833333,1.0,0.0,0.0,0.986667
full_action_equivalence_invariance_audit_v5,peg_insertion,se2_pose_transform,5,6,all components,1.0,0.666667,0.833333,0.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.5,0.666667,0.666667,0.166667,0.0,1.0
full_action_equivalence_invariance_audit_v5,peg_insertion,se2_pose_transform,6,6,all components,0.666667,0.833333,0.666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.833333,0.5,0.666667,0.0,0.0,0.778333
full_action_equivalence_invariance_audit_v5,peg_insertion,se2_pose_transform,7,6,all components,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.5,0.333333,1.0,0.0,0.0,1.0
full_action_equivalence_invariance_audit_v5,peg_insertion,se2_pose_transform,8,6,all components,0.666667,0.833333,0.666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833333,0.666667,0.666667,0.0,0.0,0.823333
full_action_equivalence_invariance_audit_v5,peg_insertion,se2_pose_transform,9,6,all components,1.0,0.833333,1.0,0.833333,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.833333,1.0,1.0,0.0,0.0,1.0
full_action_equivalence_invariance_audit_v5,peg_insertion,object_scale_fixture_shift,0,6,all components,0.5,0.666667,0.666667,0.5,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,0.666667,0.5,0.666667,0.0,0.0,0.589167
full_action_equivalence_invariance_audit_v5,peg_insertion,object_scale_fixture_shift,1,6,all components,0.833333,0.333333,0.833333,0.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.833333,1.0,0.0,0.0,1.0
full_action_equivalence_invariance_audit_v5,peg_insertion,object_scale_fixture_shift,2,6,all components,0.5,1.0,0.833333,0.833333,0.0,0.166667,0.0,0.0,0.0,0.0,0.333333,0.5,0.5,0.5,0.166667,0.0,0.613333
full_action_equivalence_invariance_audit_v5,peg_insertion,object_scale_fixture_shift,3,6,all components,0.666667,0.666667,0.666667,0.833333,0.0,0.0,0.166667,0.0,0.0,0.0,0.166667,0.666667,0.833333,0.5,0.0,0.0,0.779167
full_action_equivalence_invariance_audit_v5,peg_insertion,object_scale_fixture_shift,4,6,all components,0.666667,0.333333,0.833333,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.666667,0.666667,1.0,0.0,0.0,0.81
full_action_equivalence_invariance_audit_v5,peg_insertion,object_scale_fixture_shift,5,6,all components,0.833333,0.666667,0.666667,0.833333,0.166667,0.0,0.166667,0.0,0.0,0.0,0.333333,0.666667,0.666667,0.833333,0.0,0.0,0.93
full_action_equivalence_invariance_audit_v5,peg_insertion,object_scale_fixture_shift,6,6,all components,0.666667,0.666667,0.833333,0.333333,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.166667,0.833333,0.666667,0.833333,0.0,0.0,0.735
full_action_equivalence_invariance_audit_v5,peg_insertion,object_scale_fixture_shift,7,6,all components,0.833333,0.5,0.833333,0.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.833333,0.0,0.0,1.0
full_action_equivalence_invariance_audit_v5,peg_insertion,object_scale_fixture_shift,8,6,all components,0.833333,0.5,0.833333,0.833333,0.0,0.166667,0.0,0.0,0.0,0.0,0.333333,0.5,0.666667,1.0,0.0,0.0,0.971667
full_action_equivalence_invariance_audit_v5,peg_insertion,object_scale_fixture_shift,9,6,all components,0.666667,0.5,0.666667,0.833333,0.0,0.0,0.0,0.0,0.0,0.333333,0.166667,0.833333,0.833333,0.666667,0.0,0.0,0.801667
full_action_equivalence_invariance_audit_v5,peg_insertion,mirror_handed_contact,0,6,all components,0.5,1.0,0.833333,0.833333,0.0,0.0,0.166667,0.0,0.0,0.0,0.166667,1.0,0.5,0.666667,0.0,0.0,0.634167
full_action_equivalence_invariance_audit_v5,peg_insertion,mirror_handed_contact,1,6,all components,0.333333,0.333333,0.666667,0.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.666667,0.666667,0.833333,0.166667,0.0,0.456667
full_action_equivalence_invariance_audit_v5,peg_insertion,mirror_handed_contact,2,6,all components,1.0,0.5,0.833333,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.666667,0.833333,0.666667,0.0,0.0,1.0
full_action_equivalence_invariance_audit_v5,peg_insertion,mirror_handed_contact,3,6,all components,0.666667,0.166667,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.666667,0.333333,0.833333,0.0,0.0,0.793333
full_action_equivalence_invariance_audit_v5,peg_insertion,mirror_handed_contact,4,6,all components,0.833333,0.5,0.833333,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.666667,0.666667,0.666667,0.166667,0.0,0.915
full_action_equivalence_invariance_audit_v5,peg_insertion,mirror_handed_contact,5,6,all components,0.333333,0.666667,0.666667,0.666667,0.0,0.0,0.0,0.0,0.0,0.166667,0.333333,0.833333,0.833333,0.666667,0.0,0.0,0.446667
full_action_equivalence_invariance_audit_v5,peg_insertion,mirror_handed_contact,6,6,all components,0.666667,0.666667,0.666667,0.666667,0.166667,0.0,0.0,0.0,0.0,0.0,0.333333,0.833333,0.833333,0.666667,0.0,0.0,0.7575
full_action_equivalence_invariance_audit_v5,peg_insertion,mirror_handed_contact,7,6,all components,0.666667,0.666667,1.0,0.833333,0.0,0.333333,0.166667,0.0,0.0,0.166667,0.666667,0.5,0.666667,0.833333,0.0,0.0,0.759167
full_action_equivalence_invariance_audit_v5,peg_insertion,mirror_handed_contact,8,6,all components,0.5,0.833333,0.833333,1.0,0.0,0.166667,0.0,0.0,0.0,0.166667,0.166667,0.5,1.0,1.0,0.0,0.0,0.66
full_action_equivalence_invariance_audit_v5,peg_insertion,mirror_handed_contact,9,6,all components,0.833333,0.5,0.833333,0.166667,0.0,0.0,0.0,0.0,0.0,0.5,0.333333,0.5,0.333333,0.666667,0.166667,0.0,0.925
full_action_equivalence_invariance_audit_v5,peg_insertion,material_friction_swap,0,6,all components,0.666667,0.5,0.833333,0.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.666667,0.5,0.833333,0.0,0.0,0.813333
full_action_equivalence_invariance_audit_v5,peg_insertion,material_friction_swap,1,6,all components,0.666667,1.0,0.666667,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833333,0.333333,0.833333,0.0,0.0,0.808333
full_action_equivalence_invariance_audit_v5,peg_insertion,material_friction_swap,2,6,all components,0.833333,0.5,0.833333,0.333333,0.0,0.0,0.166667,0.0,0.166667,0.0,0.333333,1.0,0.666667,0.833333,0.0,0.0,0.911667
full_action_equivalence_invariance_audit_v5,peg_insertion,material_friction_swap,3,6,all components,0.5,0.5,1.0,0.333333,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.333333,1.0,0.0,0.0,0.630833
full_action_equivalence_invariance_audit_v5,peg_insertion,material_friction_swap,4,6,all components,0.666667,1.0,0.666667,0.666667,0.166667,0.0,0.0,0.0,0.0,0.0,0.333333,0.666667,0.833333,0.666667,0.166667,0.0,0.7575
full_action_equivalence_invariance_audit_v5,peg_insertion,material_friction_swap,5,6,all components,0.833333,0.5,0.833333,0.5,0.0,0.0,0.166667,0.0,0.0,0.333333,0.5,0.666667,0.333333,0.833333,0.0,0.0,0.9325
full_action_equivalence_invariance_audit_v5,peg_insertion,material_friction_swap,6,6,all components,0.5,0.666667,0.833333,1.0,0.0,0.166667,0.0,0.0,0.166667,0.0,0.166667,0.833333,0.5,1.0,0.0,0.0,0.640833
full_action_equivalence_invariance_audit_v5,peg_insertion,material_friction_swap,7,6,all components,0.5,0.5,0.166667,0.833333,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.666667,0.833333,0.0,0.0,0.590833
full_action_equivalence_invariance_audit_v5,peg_insertion,material_friction_swap,8,6,all components,0.5,0.666667,0.666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.833333,0.666667,0.666667,0.0,0.0,0.611667
full_action_equivalence_invariance_audit_v5,peg_insertion,material_friction_swap,9,6,all components,0.666667,0.5,0.833333,0.833333,0.166667,0.0,0.0,0.0,0.0,0.166667,0.166667,1.0,0.666667,0.666667,0.166667,0.0,0.7925
full_action_equivalence_invariance_audit_v5,peg_insertion,tool_affordance_swap,0,6,all components,0.666667,0.5,0.666667,0.833333,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.5,0.666667,0.166667,0.0,0.789167
full_action_equivalence_invariance_audit_v5,peg_insertion,tool_affordance_swap,1,6,all components,0.833333,0.666667,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.833333,0.5,0.666667,0.0,0.0,0.983333
full_action_equivalence_invariance_audit_v5,peg_insertion,tool_affordance_swap,2,6,all components,0.5,0.5,0.666667,0.333333,0.0,0.166667,0.166667,0.0,0.0,0.0,0.0,0.833333,0.666667,0.833333,0.166667,0.0,0.5875
full_action_equivalence_invariance_audit_v5,peg_insertion,tool_affordance_swap,3,6,all components,0.333333,0.5,0.666667,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.666667,0.5,0.833333,0.166667,0.0,0.465
full_action_equivalence_invariance_audit_v5,peg_insertion,tool_affordance_swap,4,6,all components,0.833333,0.666667,1.0,0.5,0.0,0.0,0.0,0.0,0.166667,0.0,0.166667,0.833333,0.5,0.833333,0.166667,0.0,0.960833
full_action_equivalence_invariance_audit_v5,peg_insertion,tool_affordance_swap,5,6,all components,1.0,0.333333,0.833333,0.666667,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.5,0.5,0.666667,0.0,0.0,1.0
full_action_equivalence_invariance_audit_v5,peg_insertion,tool_affordance_swap,6,6,all components,1.0,0.5,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.333333,0.5,1.0,0.0,0.0,1.0
full_action_equivalence_invariance_audit_v5,peg_insertion,tool_affordance_swap,7,6,all components,0.5,0.666667,0.833333,0.166667,0.0,0.166667,0.0,0.0,0.0,0.333333,0.333333,0.833333,0.833333,0.666667,0.166667,0.0,0.575
full_action_equivalence_invariance_audit_v5,peg_insertion,tool_affordance_swap,8,6,all components,0.666667,0.5,0.666667,0.833333,0.0,0.0,0.0,0.0,0.166667,0.0,0.5,0.666667,0.5,1.0,0.0,0.0,0.779167
full_action_equivalence_invariance_audit_v5,peg_insertion,tool_affordance_swap,9,6,all components,0.5,0.5,0.833333,0.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.5,0.5,0.833333,0.0,0.0,0.656667
full_action_equivalence_invariance_audit_v5,peg_insertion,support_surface_change,0,6,all components,1.0,0.666667,0.333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.833333,0.666667,0.833333,0.166667,0.0,1.0
full_action_equivalence_invariance_audit_v5,peg_insertion,support_surface_change,1,6,all components,0.833333,0.5,0.666667,0.666667,0.0,0.166667,0.166667,0.0,0.0,0.0,0.166667,0.5,0.666667,0.666667,0.0,0.0,0.925833
full_action_equivalence_invariance_audit_v5,peg_insertion,support_surface_change,2,6,all components,0.666667,0.5,0.833333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.333333,0.5,1.0,0.0,0.0,0.808333
full_action_equivalence_invariance_audit_v5,peg_insertion,support_surface_change,3,6,all components,1.0,0.5,0.833333,0.5,0.166667,0.166667,0.0,0.0,0.0,0.0,0.5,0.666667,0.5,0.666667,0.166667,0.0,1.0
full_action_equivalence_invariance_audit_v5,peg_insertion,support_surface_change,4,6,all components,1.0,0.333333,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,1.0,1.0,0.0,0.0,1.0
full_action_equivalence_invariance_audit_v5,peg_insertion,support_surface_change,5,6,all components,0.666667,0.666667,1.0,0.833333,0.0,0.0,0.0,0.0,0.166667,0.0,0.166667,0.5,0.833333,1.0,0.166667,0.0,0.825833
full_action_equivalence_invariance_audit_v5,peg_insertion,support_surface_change,6,6,all components,1.0,0.666667,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.666667,1.0,0.0,0.0,1.0
full_action_equivalence_invariance_audit_v5,peg_insertion,support_surface_change,7,6,all components,0.833333,0.5,0.833333,1.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.5,0.5,0.833333,0.833333,0.0,0.0,0.9625
full_action_equivalence_invariance_audit_v5,peg_insertion,support_surface_change,8,6,all components,1.0,0.666667,0.833333,1.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0
full_action_equivalence_invariance_audit_v5,peg_insertion,support_surface_change,9,6,all components,0.666667,0.333333,0.833333,0.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.5,0.833333,0.833333,0.0,0.0,0.823333
full_action_equivalence_invariance_audit_v5,peg_insertion,temporal_order_reversal,0,6,all components,0.833333,0.166667,0.833333,0.5,0.0,0.0,0.166667,0.0,0.0,0.166667,0.5,0.666667,0.333333,0.833333,0.0,0.0,0.9325
full_action_equivalence_invariance_audit_v5,peg_insertion,temporal_order_reversal,1,6,all components,0.833333,0.333333,0.5,0.666667,0.0,0.0,0.166667,0.0,0.0,0.333333,0.333333,0.666667,0.833333,0.833333,0.0,0.0,0.9275
full_action_equivalence_invariance_audit_v5,peg_insertion,temporal_order_reversal,2,6,all components,1.0,0.333333,0.833333,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.5,0.833333,1.0,0.0,0.0,1.0
full_action_equivalence_invariance_audit_v5,peg_insertion,temporal_order_reversal,3,6,all components,0.5,0.5,0.666667,0.833333,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.666667,0.5,0.666667,0.0,0.0,0.645
full_action_equivalence_invariance_audit_v5,peg_insertion,temporal_order_reversal,4,6,all components,0.5,0.666667,0.833333,0.5,0.333333,0.0,0.0,0.166667,0.0,0.0,0.166667,1.0,0.833333,0.666667,0.0,0.0,0.566667
full_action_equivalence_invariance_audit_v5,peg_insertion,temporal_order_reversal,5,6,all components,1.0,1.0,0.666667,0.833333,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,0.666667,0.333333,1.0,0.0,0.0,1.0
full_action_equivalence_invariance_audit_v5,peg_insertion,temporal_order_reversal,6,6,all components,0.333333,0.333333,1.0,0.333333,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,0.5,0.666667,1.0,0.166667,0.0,0.46
full_action_equivalence_invariance_audit_v5,peg_insertion,temporal_order_reversal,7,6,all components,0.833333,0.833333,0.833333,0.666667,0.166667,0.0,0.166667,0.0,0.0,0.0,0.0,0.666667,0.333333,0.833333,0.0,0.0,0.951667
full_action_equivalence_invariance_audit_v5,peg_insertion,temporal_order_reversal,8,6,all components,0.833333,0.833333,0.833333,0.833333,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,0.666667,0.666667,0.833333,0.0,0.0,0.9675
full_action_equivalence_invariance_audit_v5,peg_insertion,temporal_order_reversal,9,6,all components,0.5,0.666667,0.833333,0.5,0.0,0.166667,0.166667,0.0,0.0,0.0,0.166667,0.833333,0.666667,0.666667,0.0,0.0,0.594167
full_action_equivalence_invariance_audit_v5,peg_insertion,mixed_physical_invalidity,0,6,all components,1.0,0.833333,0.666667,0.833333,0.166667,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.833333,1.0,0.0,0.0,1.0
full_action_equivalence_invariance_audit_v5,peg_insertion,mixed_physical_invalidity,1,6,all components,0.833333,0.333333,0.833333,0.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.5,0.5,1.0,0.0,0.0,0.998333
full_action_equivalence_invariance_audit_v5,peg_insertion,mixed_physical_invalidity,2,6,all components,0.666667,0.166667,0.833333,0.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.833333,0.5,0.833333,0.0,0.0,0.803333
full_action_equivalence_invariance_audit_v5,peg_insertion,mixed_physical_invalidity,3,6,all components,0.833333,0.833333,0.666667,0.666667,0.0,0.0,0.0,0.166667,0.0,0.0,0.166667,1.0,0.666667,0.833333,0.0,0.0,0.951667
full_action_equivalence_invariance_audit_v5,peg_insertion,mixed_physical_invalidity,4,6,all components,0.666667,1.0,1.0,0.666667,0.0,0.0,0.166667,0.0,0.0,0.166667,0.166667,0.333333,0.666667,0.833333,0.0,0.0,0.810833
full_action_equivalence_invariance_audit_v5,peg_insertion,mixed_physical_invalidity,5,6,all components,0.833333,0.833333,0.666667,1.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,0.666667,0.666667,1.0,0.166667,0.0,0.98
full_action_equivalence_invariance_audit_v5,peg_insertion,mixed_physical_invalidity,6,6,all components,0.5,0.5,0.833333,0.5,0.0,0.166667,0.0,0.0,0.166667,0.0,0.0,0.5,0.666667,0.666667,0.0,0.0,0.599167
full_action_equivalence_invariance_audit_v5,peg_insertion,mixed_physical_invalidity,7,6,all components,0.666667,0.5,0.833333,0.666667,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.833333,0.666667,0.833333,0.166667,0.0,0.821667
full_action_equivalence_invariance_audit_v5,peg_insertion,mixed_physical_invalidity,8,6,all components,1.0,0.333333,0.833333,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.833333,0.5,0.166667,0.0,1.0
full_action_equivalence_invariance_audit_v5,peg_insertion,mixed_physical_invalidity,9,6,all components,1.0,0.666667,0.666667,0.5,0.166667,0.166667,0.0,0.166667,0.166667,0.0,0.0,0.166667,0.833333,0.833333,0.166667,0.0,1.0
full_action_equivalence_invariance_audit_v5,drawer_opening,lighting_background_shift,0,6,all components,1.0,0.666667,0.666667,0.666667,0.0,0.0,0.166667,0.0,0.0,0.0,0.166667,0.333333,0.5,0.833333,0.0,0.0,1.0
full_action_equivalence_invariance_audit_v5,drawer_opening,lighting_background_shift,1,6,all components,0.666667,0.833333,0.666667,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.5,0.666667,0.5,0.166667,0.0,0.781667
full_action_equivalence_invariance_audit_v5,drawer_opening,lighting_background_shift,2,6,all components,1.0,0.666667,0.666667,0.666667,0.0,0.0,0.0,0.0,0.0,0.333333,0.166667,0.833333,0.666667,0.833333,0.0,0.0,1.0
full_action_equivalence_invariance_audit_v5,drawer_opening,lighting_background_shift,3,6,all components,0.833333,0.666667,0.833333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.833333,0.833333,0.666667,0.0,0.0,0.958333
full_action_equivalence_invariance_audit_v5,drawer_opening,lighting_background_shift,4,6,all components,0.666667,1.0,0.333333,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.666667,0.833333,0.833333,0.0,0.0,0.771667
full_action_equivalence_invariance_audit_v5,drawer_opening,lighting_background_shift,5,6,all components,0.833333,0.666667,0.666667,0.833333,0.0,0.0,0.0,0.0,0.0,0.166667,0.5,1.0,0.833333,0.833333,0.166667,0.0,0.956667
full_action_equivalence_invariance_audit_v5,drawer_opening,lighting_background_shift,6,6,all components,0.833333,0.5,0.833333,0.666667,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.5,0.666667,0.666667,0.0,0.0,0.965833
full_action_equivalence_invariance_audit_v5,drawer_opening,lighting_background_shift,7,6,all components,0.5,0.666667,0.833333,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,1.0,0.5,1.0,0.0,0.0,0.653333
full_action_equivalence_invariance_audit_v5,drawer_opening,lighting_background_shift,8,6,all components,0.833333,0.666667,0.833333,0.666667,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.833333,0.666667,0.833333,0.0,0.0,0.978333
full_action_equivalence_invariance_audit_v5,drawer_opening,lighting_background_shift,9,6,all components,0.5,0.833333,0.666667,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.5,0.833333,0.833333,0.0,0.0,0.621667
full_action_equivalence_invariance_audit_v5,drawer_opening,camera_viewpoint_shift,0,6,all components,0.833333,0.666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.833333,0.833333,0.666667,0.0,0.0,1.0
full_action_equivalence_invariance_audit_v5,drawer_opening,camera_viewpoint_shift,1,6,all components,0.666667,0.5,0.666667,0.666667,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.666667,0.833333,0.5,0.166667,0.0,0.781667
full_action_equivalence_invariance_audit_v5,drawer_opening,camera_viewpoint_shift,2,6,all components,0.833333,0.333333,0.833333,0.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.833333,0.333333,0.666667,0.0,0.0,0.981667
full_action_equivalence_invariance_audit_v5,drawer_opening,camera_viewpoint_shift,3,6,all components,1.0,0.833333,1.0,0.833333,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,0.833333,0.833333,0.5,0.0,0.0,1.0
full_action_equivalence_invariance_audit_v5,drawer_opening,camera_viewpoint_shift,4,6,all components,0.833333,0.666667,0.833333,0.666667,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,0.666667,0.333333,0.5,0.0,0.0,0.939167
